Strategy,n_drones,Plan,plan overflow,Sensing Mismatch %,Total Collisions,Cross Collisions,Parallel Collisions,Cell Occupied Collisions,Total Flights Distance,Total Collision Distance,Risk of Collision,Total Duration of Flights,Total Hover Duration,Number of Flights,Average Collisions per Flight
,,,,,,,,,,,,,,,
no_ca,4,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 2], [[-0.5533, 0.235], 1], [[0.5533, 0.235], 3], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 1], [[0.5533, 0.235], 3], [[-0.5533, -0.235], 2], [[-0.5533, 0.235], 1], [[0.8299, -0.47], 1]], [[[0.8299, 0.47], 1], [[0.5533, 0.235], 3], [[-0.5533, -0.235], 2], [[-0.5533, 0.235], 1], [[0.8299, 0.47], 1]], [[[-0.8299, 0.47], 1], [[-0.5533, 0.235], 1], [[-0.5533, -0.235], 2], [[0.5533, 0.235], 3], [[-0.8299, 0.47], 1]]]",,58.62,12,1,5,6,14.351,6,0.418,16,32,16,0.75
pf_ca,4,"[[[[-0.83, -0.47], 1.0], [[-0.64, -0.307], 0.0], [[-0.553, -0.235], 2.0], [[-0.634, 0.002], 0.0], [[-0.553, 0.235], 1.0], [[-0.333, 0.353], 0.0], [[-0.486, 0.156], 0.0], [[-0.348, 0.364], 0.0], [[-0.529, 0.537], 0.0], [[-0.693, 0.726], 0.0], [[-0.453, 0.798], 0.0], [[-0.356, 1.029], 0.0], [[-0.174, 0.858], 0.0], [[-0.016, 0.664], 0.0], [[0.2, 0.789], 0.0], [[0.201, 0.539], 0.0], [[-0.045, 0.586], 0.0], [[0.178, 0.699], 0.0], [[0.387, 0.836], 0.0], [[0.3, 0.601], 0.0], [[0.075, 0.712], 0.0], [[0.314, 0.635], 0.0], [[0.551, 0.713], 0.0], [[0.539, 0.464], 0.0], [[0.553, 0.235], 3.0], [[0.439, 0.013], 0.0], [[0.462, -0.236], 0.0], [[0.235, -0.341], 0.0], [[0.034, -0.49], 0.0], [[-0.142, -0.668], 0.0], [[-0.337, -0.823], 0.0], [[-0.564, -0.716], 0.0], [[-0.782, -0.595], 0.0], [[-0.83, -0.47], 1]], [[[0.83, -0.47], 1.0], [[0.591, -0.398], 0.0], [[0.835, -0.348], 0.0], [[0.715, -0.128], 0.0], [[0.955, -0.198], 0.0], [[1.202, -0.158], 0.0], [[0.976, -0.05], 0.0], [[1.226, -0.045], 0.0], [[1.153, 0.194], 0.0], [[0.988, 0.006], 0.0], [[1.213, -0.104], 0.0], [[0.98, -0.013], 0.0], [[1.123, 0.193], 0.0], [[1.165, -0.053], 0.0], [[0.949, 0.073], 0.0], [[1.116, -0.114], 0.0], [[0.881, -0.198], 0.0], [[1.102, -0.082], 0.0], [[0.88, 0.032], 0.0], [[0.683, 0.186], 0.0], [[0.553, 0.235], 3.0], [[0.516, -0.012], 0.0], [[0.387, -0.226], 0.0], [[0.263, -0.443], 0.0], [[0.098, -0.631], 0.0], [[-0.065, -0.821], 0.0], [[-0.222, -1.015], 0.0], [[-0.396, -0.835], 0.0], [[-0.64, -0.893], 0.0], [[-0.677, -0.646], 0.0], [[-0.501, -0.468], 0.0], [[-0.553, -0.235], 2.0], [[-0.668, -0.013], 0.0], [[-0.673, 0.237], 0.0], [[-0.553, 0.235], 1.0], [[-0.307, 0.279], 0.0], [[-0.065, 0.343], 0.0], [[-0.272, 0.202], 0.0], [[-0.023, 0.182], 0.0], [[-0.137, -0.041], 0.0], [[0.04, -0.217], 0.0], [[0.146, -0.444], 0.0], [[0.378, -0.536], 0.0], [[0.627, -0.513], 0.0], [[0.83, -0.47], 1]], [[[0.83, 0.47], 1.0], [[0.588, 0.534], 0.0], [[0.385, 0.388], 0.0], [[0.553, 0.235], 3.0], [[0.376, 0.412], 0.0], [[0.127, 0.403], 0.0], [[-0.123, 0.411], 0.0], [[0.098, 0.527], 0.0], [[-0.152, 0.52], 0.0], [[-0.112, 0.274], 0.0], [[-0.178, 0.033], 0.0], [[-0.3, -0.186], 0.0], [[-0.12, -0.359], 0.0], [[-0.179, -0.602], 0.0], [[-0.272, -0.835], 0.0], [[-0.288, -0.585], 0.0], [[-0.34, -0.83], 0.0], [[-0.443, -0.602], 0.0], [[-0.508, -0.361], 0.0], [[-0.553, -0.235], 2.0], [[-0.593, 0.012], 0.0], [[-0.553, 0.235], 1.0], [[-0.49, 0.477], 0.0], [[-0.395, 0.708], 0.0], [[-0.205, 0.871], 0.0], [[0.041, 0.914], 0.0], [[0.288, 0.875], 0.0], [[0.53, 0.813], 0.0], [[0.459, 0.573], 0.0], [[0.696, 0.653], 0.0], [[0.83, 0.47], 1]], [[[-0.83, 0.47], 1.0], [[-0.6, 0.569], 0.0], [[-0.842, 0.507], 0.0], [[-0.594, 0.531], 0.0], [[-0.344, 0.512], 0.0], [[-0.585, 0.579], 0.0], [[-0.451, 0.368], 0.0], [[-0.553, 0.235], 1.0], [[-0.774, 0.353], 0.0], [[-1.023, 0.362], 0.0], [[-1.183, 0.17], 0.0], [[-1.216, -0.078], 0.0], [[-1.096, -0.297], 0.0], [[-0.859, -0.378], 0.0], [[-0.614, -0.426], 0.0], [[-0.553, -0.235], 2.0], [[-0.512, 0.012], 0.0], [[-0.476, 0.259], 0.0], [[-0.547, 0.499], 0.0], [[-0.608, 0.741], 0.0], [[-0.774, 0.928], 0.0], [[-0.556, 0.805], 0.0], [[-0.329, 0.909], 0.0], [[-0.119, 0.772], 0.0], [[0.072, 0.61], 0.0], [[0.247, 0.789], 0.0], [[0.223, 0.54], 0.0], [[-0.027, 0.541], 0.0], [[0.165, 0.701], 0.0], [[0.394, 0.801], 0.0], [[0.161, 0.893], 0.0], [[0.41, 0.916], 0.0], [[0.441, 0.668], 0.0], [[0.294, 0.87], 0.0], [[0.523, 0.97], 0.0], [[0.77, 1.008], 0.0], [[0.989, 0.887], 0.0], [[1.168, 0.712], 0.0], [[1.373, 0.569], 0.0], [[1.307, 0.328], 0.0], [[1.1, 0.189], 0.0], [[0.966, -0.023], 0.0], [[0.798, -0.207], 0.0], [[0.566, -0.3], 0.0], [[0.377, -0.136], 0.0], [[0.622, -0.084], 0.0], [[0.404, 0.038], 0.0], [[0.553, 0.235], 3.0], [[0.309, 0.184], 0.0], [[0.066, 0.245], 0.0], [[-0.169, 0.33], 0.0], [[-0.388, 0.45], 0.0], [[-0.592, 0.595], 0.0], [[-0.841, 0.613], 0.0], [[-0.83, 0.47], 1]]]",,58.62,2,2,0,0,39.257,1,0.025,40.5,32,161,0.012
basic_ca,4,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 2], [[-0.5533, 0.235], 1], [[-0.053300000000000014, 0.609999999925], 0], [[0.5533, 0.235], 27.5], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 1], [[0.5533, 0.235], 3], [[-0.5533, -0.235], 2], [[-0.5533, 0.235], 25.0], [[0.8299, -0.47], 1]], [[[0.8299, 0.47], 1], [[0.5533, 0.235], 3], [[-0.5533, -0.235], 2], [[-0.5533, 0.235], 1], [[0.8299, 0.47], 1]], [[[-0.8299, 0.47], 1], [[-0.5533, 0.235], 1], [[-0.5533, -0.235], 3.0], [[0.5533, 0.235], 3], [[-0.8299, 0.47], 1]]]",,229.31,9,1,2,6,14.582,3,0.206,16.25,81.5,17,0.529
,,,,,,,,,,,,,,,
no_ca,1,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 5], [[-0.5533, 0.235], 5], [[0.0, 0.235], 4], [[0.0, -0.235], 10], [[0.5533, 0.235], 5], [[-0.8299, -0.47], 1]]]",,25.64,0,0,0,0,4.135,0,0,4.75,31,6,0
pf_ca,1,"[[[[-0.83, -0.47], 1.0], [[-0.635, -0.314], 0.0], [[-0.553, -0.235], 5.0], [[-0.532, 0.014], 0.0], [[-0.553, 0.235], 5.0], [[-0.305, 0.266], 0.0], [[-0.077, 0.165], 0.0], [[0.0, 0.235], 4.0], [[-0.006, -0.015], 0.0], [[0.0, -0.235], 10.0], [[0.182, -0.064], 0.0], [[0.382, 0.087], 0.0], [[0.553, 0.235], 5.0], [[0.336, 0.111], 0.0], [[0.109, 0.006], 0.0], [[-0.124, -0.084], 0.0], [[-0.346, -0.199], 0.0], [[-0.554, -0.338], 0.0], [[-0.739, -0.506], 0.0], [[-0.83, -0.47], 1]]]",,25.64,0,0,0,0,4.233,0,0,4.75,31,19,0
basic_ca,1,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 5], [[-0.5533, 0.235], 5], [[0.0, 0.235], 4], [[0.0, -0.235], 10], [[0.5533, 0.235], 5], [[-0.8299, -0.47], 1]]]",,25.64,0,0,0,0,4.135,0,0,4.75,31,6,0
,,,,,,,,,,,,,,,
no_ca,2,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 7], [[-0.5533, 0.235], 5], [[0.0, 0.235], 5], [[0.0, -0.235], 7], [[0.5533, 0.235], 4], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 1], [[0.5533, 0.235], 2], [[0.0, 0.235], 2], [[0.0, -0.235], 3], [[-0.5533, -0.235], 3], [[-0.5533, 0.235], 2], [[0.8299, -0.47], 1]]]",,2.44,0,0,0,0,8.491,0,0,10,44,12,0
pf_ca,2,"[[[[-0.83, -0.47], 1.0], [[-0.611, -0.35], 0.0], [[-0.553, -0.235], 7.0], [[-0.721, -0.05], 0.0], [[-0.736, 0.2], 0.0], [[-0.553, 0.235], 5.0], [[-0.4, 0.433], 0.0], [[-0.159, 0.499], 0.0], [[-0.048, 0.723], 0.0], [[-0.021, 0.475], 0.0], [[0.0, 0.235], 5.0], [[0.035, -0.012], 0.0], [[0.0, -0.235], 7.0], [[-0.025, 0.014], 0.0], [[0.209, 0.102], 0.0], [[0.458, 0.122], 0.0], [[0.553, 0.235], 4.0], [[0.314, 0.306], 0.0], [[0.092, 0.191], 0.0], [[-0.138, 0.092], 0.0], [[-0.312, -0.086], 0.0], [[-0.549, -0.167], 0.0], [[-0.681, -0.379], 0.0], [[-0.83, -0.47], 1]], [[[0.83, -0.47], 1.0], [[0.738, -0.237], 0.0], [[0.627, -0.014], 0.0], [[0.533, 0.218], 0.0], [[0.553, 0.235], 2.0], [[0.308, 0.186], 0.0], [[0.128, 0.36], 0.0], [[0.0, 0.235], 2.0], [[0.192, 0.075], 0.0], [[0.248, -0.169], 0.0], [[0.248, -0.419], 0.0], [[0.192, -0.175], 0.0], [[0.0, -0.235], 3.0], [[-0.2, -0.385], 0.0], [[-0.434, -0.474], 0.0], [[-0.401, -0.722], 0.0], [[-0.533, -0.509], 0.0], [[-0.559, -0.758], 0.0], [[-0.468, -0.525], 0.0], [[-0.611, -0.32], 0.0], [[-0.553, -0.235], 3.0], [[-0.699, -0.032], 0.0], [[-0.721, 0.217], 0.0], [[-0.553, 0.235], 2.0], [[-0.437, 0.014], 0.0], [[-0.531, -0.218], 0.0], [[-0.425, -0.445], 0.0], [[-0.249, -0.622], 0.0], [[-0.023, -0.729], 0.0], [[0.215, -0.806], 0.0], [[0.463, -0.841], 0.0], [[0.707, -0.79], 0.0], [[0.911, -0.645], 0.0], [[0.83, -0.47], 1]]]",,2.44,0,0,0,0,12.976,0,0,14,44,56,0
basic_ca,2,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 7], [[-0.5533, 0.235], 5], [[0.0, 0.235], 5], [[0.0, -0.235], 7], [[0.5533, 0.235], 4], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 1], [[0.5533, 0.235], 2], [[0.0, 0.235], 2], [[0.0, -0.235], 3], [[-0.5533, -0.235], 3], [[-0.5533, 0.235], 2], [[0.8299, -0.47], 1]]]",,2.44,0,0,0,0,8.491,0,0,10,44,12,0
,,,,,,,,,,,,,,,
no_ca,3,"[[[[-0.8299, -0.47], 1], [[-0.5533, 0.235], 2], [[0.0, 0.235], 1], [[0.5533, 0.235], 2], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 1], [[0.5533, 0.235], 2], [[0.0, 0.235], 1], [[-0.5533, 0.235], 2], [[0.8299, -0.47], 1]], [[[0.8299, 0.47], 1], [[0.5533, 0.235], 5], [[0.0, 0.235], 2], [[0.0, -0.235], 2], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 6], [[0.8299, 0.47], 1]]]",,18.52,7,3,0,4,10.645,3.5,0.329,13,32,14,0.5
pf_ca,3,"[[[[-0.83, -0.47], 1.0], [[-0.68, -0.27], 0.0], [[-0.564, -0.048], 0.0], [[-0.514, 0.197], 0.0], [[-0.553, 0.235], 2.0], [[-0.306, 0.199], 0.0], [[-0.099, 0.339], 0.0], [[0.0, 0.235], 1.0], [[0.024, 0.484], 0.0], [[-0.223, 0.526], 0.0], [[0.026, 0.497], 0.0], [[-0.188, 0.628], 0.0], [[0.061, 0.6], 0.0], [[-0.055, 0.822], 0.0], [[0.031, 1.057], 0.0], [[0.263, 0.964], 0.0], [[0.388, 1.181], 0.0], [[0.361, 0.933], 0.0], [[0.519, 1.126], 0.0], [[0.487, 0.879], 0.0], [[0.664, 1.055], 0.0], [[0.561, 0.827], 0.0], [[0.741, 1.001], 0.0], [[0.701, 0.754], 0.0], [[0.452, 0.776], 0.0], [[0.495, 0.53], 0.0], [[0.731, 0.447], 0.0], [[0.881, 0.647], 0.0], [[0.685, 0.492], 0.0], [[0.92, 0.577], 0.0], [[0.862, 0.334], 0.0], [[0.636, 0.227], 0.0], [[0.553, 0.235], 2.0], [[0.304, 0.221], 0.0], [[0.527, 0.333], 0.0], [[0.682, 0.529], 0.0], [[0.461, 0.413], 0.0], [[0.607, 0.616], 0.0], [[0.531, 0.378], 0.0], [[0.307, 0.267], 0.0], [[0.235, 0.028], 0.0], [[0.161, -0.211], 0.0], [[0.093, -0.452], 0.0], [[-0.106, -0.602], 0.0], [[-0.212, -0.829], 0.0], [[-0.434, -0.714], 0.0], [[-0.615, -0.888], 0.0], [[-0.86, -0.842], 0.0], [[-0.985, -0.626], 0.0], [[-0.83, -0.47], 1]], [[[0.83, -0.47], 1.0], [[0.7, -0.257], 0.0], [[0.603, -0.026], 0.0], [[0.847, -0.083], 0.0], [[0.939, -0.315], 0.0], [[0.795, -0.52], 0.0], [[0.884, -0.286], 0.0], [[0.685, -0.437], 0.0], [[0.833, -0.236], 0.0], [[0.952, -0.455], 0.0], [[0.906, -0.21], 0.0], [[1.005, -0.439], 0.0], [[0.826, -0.265], 0.0], [[1.069, -0.324], 0.0], [[0.838, -0.23], 0.0], [[1.057, -0.35], 0.0], [[1.279, -0.466], 0.0], [[1.097, -0.294], 0.0], [[1.33, -0.385], 0.0], [[1.122, -0.246], 0.0], [[0.971, -0.047], 0.0], [[1.154, -0.218], 0.0], [[0.963, -0.056], 0.0], [[1.13, -0.242], 0.0], [[0.921, -0.104], 0.0], [[0.703, 0.017], 0.0], [[0.751, 0.262], 0.0], [[0.553, 0.235], 2.0], [[0.589, -0.012], 0.0], [[0.423, -0.199], 0.0], [[0.175, -0.23], 0.0], [[0.27, 0.002], 0.0], [[0.023, 0.04], 0.0], [[0.0, 0.235], 1.0], [[-0.249, 0.254], 0.0], [[-0.494, 0.202], 0.0], [[-0.553, 0.235], 2.0], [[-0.31, 0.177], 0.0], [[-0.501, 0.339], 0.0], [[-0.577, 0.577], 0.0], [[-0.34, 0.496], 0.0], [[-0.109, 0.4], 0.0], [[0.129, 0.326], 0.0], [[0.373, 0.27], 0.0], [[0.51, 0.061], 0.0], [[0.733, -0.052], 0.0], [[0.734, -0.302], 0.0], [[0.83, -0.47], 1]], [[[0.83, 0.47], 1.0], [[0.598, 0.563], 0.0], [[0.396, 0.416], 0.0], [[0.553, 0.235], 5.0], [[0.312, 0.299], 0.0], [[0.062, 0.282], 0.0], [[0.0, 0.235], 2.0], [[-0.214, 0.105], 0.0], [[-0.357, -0.099], 0.0], [[-0.455, -0.33], 0.0], [[-0.508, -0.085], 0.0], [[-0.445, -0.328], 0.0], [[-0.394, -0.572], 0.0], [[-0.199, -0.416], 0.0], [[-0.231, -0.664], 0.0], [[0.011, -0.6], 0.0], [[-0.193, -0.744], 0.0], [[-0.424, -0.648], 0.0], [[-0.174, -0.654], 0.0], [[0.075, -0.679], 0.0], [[-0.055, -0.465], 0.0], [[0.0, -0.235], 2.0], [[-0.162, -0.425], 0.0], [[-0.409, -0.466], 0.0], [[-0.546, -0.675], 0.0], [[-0.728, -0.503], 0.0], [[-0.977, -0.49], 0.0], [[-0.825, -0.292], 0.0], [[-0.658, -0.106], 0.0], [[-0.553, -0.235], 1.0], [[-0.402, -0.036], 0.0], [[-0.351, 0.208], 0.0], [[-0.553, 0.235], 6.0], [[-0.354, 0.386], 0.0], [[-0.124, 0.483], 0.0], [[0.121, 0.532], 0.0], [[0.37, 0.501], 0.0], [[0.586, 0.626], 0.0], [[0.76, 0.447], 0.0], [[0.83, 0.47], 1]]]",,18.52,0,0,0,0,32.405,0,0,34.25,32,135,0
basic_ca,3,"[[[[-0.8299, -0.47], 1], [[-0.5533, 0.235], 3.5], [[-0.053299999999999986, 0.609999999925], 0], [[0.0, 0.235], 2.0], [[0.5, 0.609999999925], 2.0], [[0.5533, 0.235], 2.5], [[0.05537842984379082, -0.43968445212237944], 14.5], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 8.5], [[0.5533, 0.235], 2], [[0.0, 0.235], 1], [[-0.5533, 0.235], 16.5], [[0.8299, -0.47], 1]], [[[0.8299, 0.47], 1], [[0.5533, 0.235], 7.0], [[0.053299999999999986, -0.139999999925], 0], [[0.0, 0.235], 2], [[0.0, -0.235], 2], [[-0.5533, -0.235], 15.0], [[-0.5533, 0.235], 6], [[0.8299, 0.47], 1]]]",,135.19,1,0,0,1,12.169,0.25,0.021,14.75,89.5,18,0.056
,,,,,,,,,,,,,,,
no_ca,4,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 3], [[0.0, -0.235], 2], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 1], [[0.0, -0.235], 2], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 3], [[0.8299, -0.47], 1]], [[[0.8299, 0.47], 1], [[0.0, -0.235], 2], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 3], [[0.8299, 0.47], 1]], [[[-0.8299, 0.47], 1], [[-0.5533, 0.235], 3], [[-0.5533, -0.235], 1], [[0.0, -0.235], 2], [[-0.8299, 0.47], 1]]]",,72.41,22,9,4,9,11.85,12.25,1.034,13.75,32,16,1.375
pf_ca,4,"[[[[-0.83, -0.47], 1.0], [[-0.615, -0.342], 0.0], [[-0.553, -0.235], 1.0], [[-0.774, -0.118], 0.0], [[-1.007, -0.026], 0.0], [[-1.242, -0.111], 0.0], [[-1.008, -0.022], 0.0], [[-0.888, 0.197], 0.0], [[-1.073, 0.029], 0.0], [[-1.098, -0.22], 0.0], [[-1.016, 0.016], 0.0], [[-0.863, 0.214], 0.0], [[-0.827, -0.033], 0.0], [[-1.058, 0.063], 0.0], [[-0.945, 0.286], 0.0], [[-0.919, 0.037], 0.0], [[-0.929, 0.287], 0.0], [[-0.774, 0.091], 0.0], [[-1.023, 0.118], 0.0], [[-0.964, 0.361], 0.0], [[-0.81, 0.164], 0.0], [[-1.046, 0.246], 0.0], [[-0.82, 0.352], 0.0], [[-1.033, 0.484], 0.0], [[-0.8, 0.575], 0.0], [[-0.873, 0.336], 0.0], [[-0.644, 0.436], 0.0], [[-0.553, 0.235], 3.0], [[-0.734, 0.407], 0.0], [[-0.866, 0.62], 0.0], [[-1.109, 0.564], 0.0], [[-0.891, 0.443], 0.0], [[-1.132, 0.507], 0.0], [[-0.913, 0.387], 0.0], [[-1.082, 0.571], 0.0], [[-1.276, 0.729], 0.0], [[-1.153, 0.511], 0.0], [[-1.377, 0.621], 0.0], [[-1.256, 0.402], 0.0], [[-1.102, 0.206], 0.0], [[-1.151, 0.451], 0.0], [[-0.902, 0.437], 0.0], [[-1.032, 0.223], 0.0], [[-1.099, -0.017], 0.0], [[-0.978, -0.236], 0.0], [[-0.79, -0.401], 0.0], [[-0.584, -0.543], 0.0], [[-0.34, -0.599], 0.0], [[-0.091, -0.62], 0.0], [[-0.089, -0.37], 0.0], [[0.0, -0.235], 2.0], [[-0.198, -0.387], 0.0], [[-0.42, -0.503], 0.0], [[-0.67, -0.507], 0.0], [[-0.83, -0.47], 1]], [[[0.83, -0.47], 1.0], [[0.601, -0.571], 0.0], [[0.406, -0.414], 0.0], [[0.372, -0.661], 0.0], [[0.375, -0.412], 0.0], [[0.208, -0.598], 0.0], [[0.336, -0.383], 0.0], [[0.232, -0.156], 0.0], [[0.0, -0.235], 2.0], [[-0.206, -0.376], 0.0], [[-0.432, -0.483], 0.0], [[-0.479, -0.729], 0.0], [[-0.441, -0.482], 0.0], [[-0.482, -0.729], 0.0], [[-0.732, -0.738], 0.0], [[-0.518, -0.868], 0.0], [[-0.765, -0.906], 0.0], [[-0.848, -0.67], 0.0], [[-1.098, -0.683], 0.0], [[-0.863, -0.599], 0.0], [[-0.654, -0.736], 0.0], [[-0.902, -0.71], 0.0], [[-0.686, -0.585], 0.0], [[-0.934, -0.609], 0.0], [[-0.689, -0.654], 0.0], [[-0.517, -0.473], 0.0], [[-0.553, -0.235], 1.0], [[-0.607, 0.009], 0.0], [[-0.553, 0.235], 3.0], [[-0.31, 0.292], 0.0], [[-0.078, 0.199], 0.0], [[0.15, 0.095], 0.0], [[0.368, -0.027], 0.0], [[0.6, -0.119], 0.0], [[0.725, -0.336], 0.0], [[0.83, -0.47], 1]], [[[0.83, 0.47], 1.0], [[0.581, 0.49], 0.0], [[0.366, 0.362], 0.0], [[0.6, 0.45], 0.0], [[0.351, 0.474], 0.0], [[0.113, 0.551], 0.0], [[0.333, 0.67], 0.0], [[0.573, 0.739], 0.0], [[0.491, 0.503], 0.0], [[0.266, 0.394], 0.0], [[0.03, 0.312], 0.0], [[0.276, 0.272], 0.0], [[0.321, 0.026], 0.0], [[0.487, 0.213], 0.0], [[0.286, 0.362], 0.0], [[0.535, 0.349], 0.0], [[0.376, 0.157], 0.0], [[0.254, -0.061], 0.0], [[0.369, -0.283], 0.0], [[0.455, -0.048], 0.0], [[0.211, -0.104], 0.0], [[0.0, -0.235], 2.0], [[0.126, -0.451], 0.0], [[0.173, -0.696], 0.0], [[0.4, -0.592], 0.0], [[0.254, -0.795], 0.0], [[0.084, -0.978], 0.0], [[-0.121, -0.835], 0.0], [[-0.135, -1.085], 0.0], [[-0.172, -0.837], 0.0], [[-0.358, -1.004], 0.0], [[-0.574, -0.876], 0.0], [[-0.361, -0.745], 0.0], [[-0.355, -0.995], 0.0], [[-0.437, -0.758], 0.0], [[-0.416, -1.008], 0.0], [[-0.507, -0.775], 0.0], [[-0.524, -0.526], 0.0], [[-0.355, -0.709], 0.0], [[-0.605, -0.706], 0.0], [[-0.528, -0.468], 0.0], [[-0.553, -0.235], 1.0], [[-0.391, -0.425], 0.0], [[-0.64, -0.449], 0.0], [[-0.688, -0.204], 0.0], [[-0.467, -0.32], 0.0], [[-0.523, -0.076], 0.0], [[-0.314, 0.062], 0.0], [[-0.534, 0.182], 0.0], [[-0.553, 0.235], 3.0], [[-0.304, 0.216], 0.0], [[-0.093, 0.349], 0.0], [[0.126, 0.469], 0.0], [[0.319, 0.629], 0.0], [[0.559, 0.699], 0.0], [[0.66, 0.47], 0.0], [[0.83, 0.47], 1]], [[[-0.83, 0.47], 1.0], [[-0.582, 0.505], 0.0], [[-0.769, 0.67], 0.0], [[-0.577, 0.511], 0.0], [[-0.734, 0.706], 0.0], [[-0.956, 0.591], 0.0], [[-0.729, 0.487], 0.0], [[-0.829, 0.716], 0.0], [[-0.591, 0.64], 0.0], [[-0.841, 0.629], 0.0], [[-0.693, 0.831], 0.0], [[-0.474, 0.71], 0.0], [[-0.645, 0.528], 0.0], [[-0.661, 0.777], 0.0], [[-0.88, 0.898], 0.0], [[-0.676, 0.752], 0.0], [[-0.439, 0.673], 0.0], [[-0.555, 0.894], 0.0], [[-0.328, 0.79], 0.0], [[-0.31, 0.54], 0.0], [[-0.399, 0.774], 0.0], [[-0.262, 0.564], 0.0], [[-0.497, 0.652], 0.0], [[-0.249, 0.685], 0.0], [[-0.372, 0.902], 0.0], [[-0.263, 0.677], 0.0], [[-0.015, 0.715], 0.0], [[-0.263, 0.68], 0.0], [[-0.022, 0.745], 0.0], [[-0.261, 0.817], 0.0], [[-0.016, 0.766], 0.0], [[-0.199, 0.596], 0.0], [[-0.414, 0.723], 0.0], [[-0.662, 0.757], 0.0], [[-0.661, 1.007], 0.0], [[-0.605, 0.763], 0.0], [[-0.643, 1.01], 0.0], [[-0.718, 0.772], 0.0], [[-0.75, 1.02], 0.0], [[-0.545, 1.163], 0.0], [[-0.646, 1.391], 0.0], [[-0.401, 1.34], 0.0], [[-0.509, 1.565], 0.0], [[-0.506, 1.315], 0.0], [[-0.31, 1.471], 0.0], [[-0.276, 1.223], 0.0], [[-0.026, 1.207], 0.0], [[0.075, 0.979], 0.0], [[0.312, 0.899], 0.0], [[0.535, 0.785], 0.0], [[0.306, 0.685], 0.0], [[0.103, 0.538], 0.0], [[0.353, 0.54], 0.0], [[0.178, 0.718], 0.0], [[-0.071, 0.747], 0.0], [[-0.22, 0.947], 0.0], [[-0.399, 0.772], 0.0], [[-0.166, 0.68], 0.0], [[-0.027, 0.888], 0.0], [[-0.25, 0.775], 0.0], [[-0.013, 0.854], 0.0], [[-0.081, 0.613], 0.0], [[-0.037, 0.86], 0.0], [[-0.209, 0.678], 0.0], [[-0.227, 0.928], 0.0], [[-0.331, 1.155], 0.0], [[-0.398, 0.914], 0.0], [[-0.575, 1.091], 0.0], [[-0.621, 0.845], 0.0], [[-0.793, 1.026], 0.0], [[-0.651, 0.821], 0.0], [[-0.756, 1.048], 0.0], [[-0.7, 0.804], 0.0], [[-0.867, 0.99], 0.0], [[-0.753, 0.767], 0.0], [[-0.986, 0.677], 0.0], [[-0.784, 0.529], 0.0], [[-0.553, 0.434], 0.0], [[-0.553, 0.235], 3.0], [[-0.356, 0.082], 0.0], [[-0.425, -0.158], 0.0], [[-0.553, -0.235], 1.0], [[-0.341, -0.103], 0.0], [[-0.095, -0.056], 0.0], [[0.0, -0.235], 2.0], [[-0.155, -0.039], 0.0], [[-0.299, 0.166], 0.0], [[-0.37, 0.405], 0.0], [[-0.568, 0.558], 0.0], [[-0.796, 0.455], 0.0], [[-0.83, 0.47], 1]]]",,72.41,1,0,0,1,57.607,0.25,0.004,59,32,235,0.004
basic_ca,4,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 3.5], [[-0.9282999998500001, 0.014999999999999986], 0], [[-0.5533, 0.235], 13.5], [[0.0, -0.235], 2], [[-0.8299, -0.47], 1]], [[[0.8299, -0.47], 14.0], [[0.0, -0.235], 3.0], [[-0.5533, -0.235], 1.5], [[-0.5533, 0.235], 3], [[0.8299, -0.47], 1]], [[[0.8299, 0.47], 14.0], [[0.0, -0.235], 2], [[-0.5533, -0.235], 1], [[-0.5533, 0.235], 3], [[0.8299, 0.47], 1]], [[[-0.8299, 0.47], 1], [[-0.5533, 0.235], 3], [[-0.5533, -0.235], 1], [[0.0, -0.235], 2], [[-0.6238488527531313, -0.19708418717273818], 10.0], [[-0.8299, 0.47], 1]]]",,122.41,6,1,0,5,12.5,1.75,0.14,14.5,82.5,18,0.333
,,,,,,,,,,,,,,,
no_ca,1,"[[[[-0.8299, -0.47], 1], [[-0.5533, -0.235], 7], [[-0.5533, 0.235], 7], [[0.0, 0.235], 4], [[0.0, -0.235], 4], [[0.5533, 0.235], 4], [[-0.8299, -0.47], 1]]]",,33.33,0,0,0,0,4.135,0,0,4.75,28,6,0
